Prediction,Accuracy,Error,Reliability,Relevance,Privacy,Volitionality,Causes Outcome,Causes Cycle,Causes Disparity,Caused by Group
Within Loan,0.826632183908046,0.0010644874493780706,-0.05817501997178964,1.1740336803986666,-0.26084819449605756,,0.16960683010904762,-0.2564723459869214,-0.18505006509482425,0.13431481210170446
Within Loan,0.8348965517241379,0.0010130129189220287,-0.09896793311544451,1.2035850889203097,-0.3844315710545789,0.37130575760847373,,-0.20705365260119013,-0.2545289530977688,0.10311903458643908
Within Loan,0.833448275862069,0.0009959229483975428,-0.08821693573329757,1.2077310106691734,-0.4052796383812428,0.3952013292645983,-0.038102730764300916,,-0.37101976484111787,0.062249636450384734
Within Loan,0.8386436781609196,0.0010048237599228579,-0.09878015607406705,1.252185744878955,-0.3943448614947129,0.34676792907571463,-0.005285608997005654,-0.3128968161537573,,-0.02555295180308674
Within Loan,0.8373793103448275,0.0010030809792235776,-0.10651469303722619,1.2344253161754422,-0.386207095477448,0.3830747456356705,-0.021051655135729874,-0.19095125548635658,-0.19642245904395317,
Within Loan,0.7297701149425289,0.001100514962939019,0.6064016724375372,,,,,,,
Within Loan,0.8564367816091953,0.0008505262004941191,,1.1650931637968363,,,,,,
Within Loan,0.6576206896551724,0.001157658717073094,,,-0.04028724582669993,,,,,
Within Loan,0.6753218390804597,0.0011291101656774008,,,,0.3723944573433666,,,,
Within Loan,0.7535172413793103,0.0010181800144262697,,,,,0.6373485152768055,,,
Within Loan,0.6287701149425288,0.00149450469569908,,,,,,-0.20598455684183303,,
Within Loan,0.6572758620689656,0.0012453772494152569,,,,,,,-0.3679056017621068,
Within Loan,0.6413908045977011,0.0012010431299454135,,,,,,,,-0.1719215067315864
Within Ins,0.7790425531914893,0.000993746052138798,0.25153095399425784,0.9020768149092868,0.1116836461794092,0.0995864935153039,0.3823100211470699,-0.25902106230196054,-0.11838083335459351,0.041278032123269665
Within Ins,0.7762340425531913,0.0010309952162036414,,0.9890561867928632,0.029115322424611755,0.10138198251556017,0.4159780765395496,-0.27772051470434966,-0.1441318702024022,0.06820550562112575
Within Ins,0.7441595744680851,0.0010939964453866291,0.5198053330034128,,0.21926791501070028,0.07790391979418523,0.8064393560685342,-0.23455994588819393,-0.17983022286885872,0.06266499542671879
Within Ins,0.7806808510638298,0.0009718123763381922,0.1969533024897285,0.9197263156110851,,0.09285393991099289,0.3754154332591217,-0.22736818269540104,-0.12649374615891895,0.0506232979394446
Within Ins,0.7819893617021275,0.001040026710126223,0.25122067184960467,0.8999553776104021,0.10130510470442675,,0.38324485053900226,-0.24163068879310332,-0.1293786150087689,0.04946821375126805
Within Ins,0.7782978723404255,0.0010065061860251745,0.2839139474479198,1.0610258125486753,0.08821584023966672,0.09612694262719955,,-0.14144931611994863,-0.039077964711211756,-0.027466332906907386
Within Ins,0.7835531914893615,0.0009624260872109088,0.2670615210433972,0.8834930174725891,0.058091297151389575,0.07597252658790177,0.2994061293851532,,-0.18785505214173187,-0.02237554255066335
Within Ins,0.7835212765957447,0.0009661218370782735,0.2615570129690343,0.9048165083454432,0.11582950261804034,0.10271517966496717,0.36418131310641855,-0.27966471210169447,,-0.03474916496532224
Within Ins,0.785,0.001023222390128108,0.2554511749521142,0.9026801287880358,0.11335311632065029,0.10061423779080318,0.3763577823956758,-0.2517077306509138,-0.08901729122440635,
Within Ins,0.6567127659574468,0.0011190814185960234,0.5917851005465852,,,,,,,
Within Ins,0.774031914893617,0.0011838328417400163,,1.1121444209454843,,,,,,
Within Ins,0.5687872340425532,0.0013210463475104653,,,-0.002599758156819437,,,,,
Within Ins,0.578436170212766,0.0015049293865335063,,,,0.06846847260307441,,,,
Within Ins,0.7243191489361702,0.0013033375347437399,,,,,0.7705358014885636,,,
Within Ins,0.5670851063829787,0.0014105253293852885,,,,,,0.04255495219324043,,
Within Ins,0.5681276595744681,0.0012619216402840407,,,,,,,-0.032656960302183895,
Within Ins,0.5683510638297872,0.0012888179130322974,,,,,,,,0.01453662819202037
