Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Child Demographics,Child Demographics Reliability,Child Demographics Privacy,Child Demographics Volitionality,Child Demographics Causes Outcome,Child Demographics Causes Cycle,Child Demographics Causes Disparity,Child Demographics Caused by Group,Child CPS,Child CPS Reliability,Child CPS Privacy,Child CPS Volitionality,Child CPS Causes Outcome,Child CPS Causes Cycle,Child CPS Causes Disparity,Child CPS Caused by Group,Child Justice,Child Justice Reliability,Child Justice Privacy,Child Justice Volitionality,Child Justice Causes Outcome,Child Justice Causes Cycle,Child Justice Causes Disparity,Child Justice Caused by Group,Child Welfare,Child Welfare Reliability,Child Welfare Privacy,Child Welfare Volitionality,Child Welfare Causes Outcome,Child Welfare Causes Cycle,Child Welfare Causes Disparity,Child Welfare Caused by Group,Parent Demographics,Parent Demographics Reliability,Parent Demographics Privacy,Parent Demographics Volitionality,Parent Demographics Causes Outcome,Parent Demographics Causes Cycle,Parent Demographics Causes Disparity,Parent Demographics Caused by Group,Parent Welfare,Parent Welfare Reliability,Parent Welfare Privacy,Parent Welfare Volitionality,Parent Welfare Causes Outcome,Parent Welfare Causes Cycle,Parent Welfare Causes Disparity,Parent Welfare Caused by Group,Perp Demographics,Perp Demographics Reliability,Perp Demographics Privacy,Perp Demographics Volitionality,Perp Demographics Causes Outcome,Perp Demographics Causes Cycle,Perp Demographics Causes Disparity,Perp Demographics Caused by Group,Perp Welfare,Perp Welfare Reliability,Perp Welfare Privacy,Perp Welfare Volitionality,Perp Welfare Causes Outcome,Perp Welfare Causes Cycle,Perp Welfare Causes Disparity,Perp Welfare Caused by Group,All CPS,All CPS Reliability,All CPS Privacy,All CPS Volitionality,All CPS Causes Outcome,All CPS Causes Cycle,All CPS Causes Disparity,All CPS Caused by Group,All Health,All Health Reliability,All Health Privacy,All Health Volitionality,All Health Causes Outcome,All Health Causes Cycle,All Health Causes Disparity,All Health Caused by Group
1348,2457,30-39,Bachelor,Female,,<25000,false,true,false,false,false,,cps,fairness first,,Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Fair,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Neutral,Agree,Fair,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Fair,Strongly Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Fair,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Neutral,Somewhat Agree,Fair,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Somewhat Agree,Very Fair,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Neutral,Fair,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Neutral,Agree,Somewhat Fair,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Very Fair,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree
1349,406,30-39,Bachelor,Male,,25000-50000,false,true,false,false,false,,cps,fairness first,Somewhat Fair,Somewhat Agree,Agree,Agree,Somewhat Agree,Strongly Agree,Neutral,Strongly Agree,Fair,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Agree,Somewhat Fair,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Fair,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Fair,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Somewhat Fair,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Fair,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Fair,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Fair,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree
1350,606,30-39,Bachelor,Male,,50000-75000,false,false,false,true,false,,cps,fairness first,Very Unfair,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Agree,Strongly Agree,Strongly Agree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Agree,Agree,Neutral,Very Unfair,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Very Unfair,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral
1351,1068,30-39,Bachelor,Male,,25000-50000,false,true,false,false,false,,cps,properties first,Fair,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Fair,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Neutral,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Fair,Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Somewhat Fair,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Fair,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Fair,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Fair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Neutral,Neutral
1352,1863,30-39,High School,Female,,25000-50000,false,false,false,true,false,,cps,properties first,Unfair,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Neutral,Agree,Agree,Neutral,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Somewhat Agree,Neutral,Strongly Agree,Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Very Unfair,Neutral,Neutral,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Neutral,Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Very Unfair,Somewhat Disagree,Somewhat Disagree,Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Fair,Strongly Agree,Strongly Agree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Very Fair,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Somewhat Disagree,Somewhat Disagree
1353,1891,30-39,Bachelor,Male,,<25000,false,true,false,false,false,,cps,properties first,Somewhat Fair,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Fair,Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Fair,Strongly Agree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Fair,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Fair,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Fair,Somewhat Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Fair,Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Very Fair,Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Fair,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree
1354,962,70 up,High School,Female,,25000-50000,false,false,false,true,false,,cps,properties first,Fair,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Unfair,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Very Unfair,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Very Unfair,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Unfair,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Unfair,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Fair,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Very Fair,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Unfair,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Unfair,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree
1355,2958,18-29,Bachelor,Male,,>100000,false,false,true,false,false,,cps,properties first,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Fair,Agree,Somewhat Disagree,Agree,Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Fair,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Somewhat Agree,Somewhat Unfair,Neutral,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree,Very Unfair,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Fair,Agree,Disagree,Agree,Strongly Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Somewhat Fair,Somewhat Agree,Strongly Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Disagree,Strongly Agree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Somewhat Disagree,Neutral,Strongly Disagree,Agree,Somewhat Agree,Strongly Agree,Disagree
1356,430,50-59,Bachelor,Male,,50000-75000,false,false,false,true,false,,cps,fairness first,Neutral,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Unfair,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Neutral,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Fair,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Neutral
1357,1360,18-29,Bachelor,Male,,<25000,false,false,false,true,false,,cps,properties first,Somewhat Fair,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Fair,Neutral,Agree,Somewhat Agree,Somewhat Disagree,Neutral,Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Somewhat Disagree,Neutral,Very Fair,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Neutral,Somewhat Fair,Neutral,Neutral,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Fair,Somewhat Disagree,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Fair,Somewhat Disagree,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Fair,Somewhat Disagree,Neutral,Agree,Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Fair,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Disagree,Somewhat Disagree
1358,3152,30-39,High School,Female,,50000-75000,false,false,false,true,false,,cps,properties first,Very Unfair,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Neutral,Very Fair,Somewhat Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat Fair,Strongly Disagree,Agree,Agree,Neutral,Neutral,Strongly Agree,Somewhat Agree,Very Fair,Somewhat Disagree,Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Very Unfair,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Very Fair,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Very Unfair,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Agree,Very Fair,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Very Fair,Strongly Agree,Strongly Agree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Fair,Agree,Neutral,Neutral,Somewhat Agree,Neutral,Agree,Somewhat Agree
1359,1570,30-39,Associate or Diploma,Female,,75000-100000,false,false,false,true,false,,cps,properties first,Unfair,Somewhat Agree,Somewhat Disagree,Agree,Disagree,Agree,Agree,Agree,Very Fair,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Somewhat Disagree,Somewhat Fair,Agree,Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Very Unfair,Somewhat Agree,Somewhat Disagree,Neutral,Disagree,Agree,Agree,Somewhat Disagree,Unfair,Somewhat Agree,Somewhat Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Unfair,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Agree,Agree,Somewhat Disagree,Unfair,Somewhat Agree,Somewhat Disagree,Agree,Disagree,Agree,Agree,Agree,Very Unfair,Somewhat Agree,Somewhat Disagree,Neutral,Disagree,Agree,Agree,Somewhat Disagree,Very Fair,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Disagree,Somewhat Disagree,Fair,Agree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree
