Prediction,Accuracy,Error,Reliability,Privacy,Volitionality,Causes Outcome,Causes Cycle,Causes Disparity,Caused by Group
All Domains,0.7309078568490334,0.00020054229230126013,0.317067297513042,0.03627208814537497,0.10024286251888594,0.4925170634756987,0.004782294780551249,-0.2632997186716126,0.08537789462431296
Within Bail,0.7255910112359549,0.0005453426009832327,0.41316547726548875,-0.050660099988143796,0.1115325904796913,0.4734511891427346,-0.0014553468608944924,-0.224168504223741,0.07337587560995615
Within CPS,0.7922873563218391,0.00047163465164790774,0.30842556652927317,0.023116721657406778,0.27792899688844236,0.5591395479442102,-0.08666411840910049,-0.20135246888344918,0.027190962351157293
Within Hos,0.7473742690058479,0.0005804738500781284,0.3925808316852623,0.09106395727174527,0.01077114666049996,0.5272156562480382,0.05735642601539589,-0.3344096023896967,0.1428419770243643
Within Ins,0.6671899109792284,0.0005990325838297507,0.17691231395922688,0.06777145533241798,-0.05234112273560548,0.4918782096090701,-0.012544140290805724,-0.12745965923685915,0.028260231741672838
Within Loan,0.7805431818181819,0.0004520948076768318,0.3148060471207439,0.024073317244091376,0.09212759294857645,0.6313752828736524,0.006779350878314905,-0.2613184063508774,0.010209317088566221
Within Unem,0.6776767441860464,0.000549782822981071,0.2614068363708219,-0.019346196184189625,0.20957377434583274,0.29301284446028264,0.06098902227976211,-0.3282474909801616,0.10444733983676416
Cross Bail v CPS,0.7956371986222732,NA
Cross Bail v Hos,0.7576642335766424,NA
Cross Bail v Ins,0.642962962962963,NA
Cross Bail v Loan,0.7761363636363636,NA
Cross Bail v Unem,0.6713124274099884,NA
Cross CPS v Bail,0.7179775280898877,NA
Cross CPS v Hos,0.7474452554744525,NA
Cross CPS v Ins,0.6281481481481481,NA
Cross CPS v Loan,0.7818181818181819,NA
Cross CPS v Unem,0.662020905923345,NA
Cross Hos v Bail,0.7393258426966293,NA
Cross Hos v CPS,0.7887485648679678,NA
Cross Hos v Ins,0.6518518518518519,NA
Cross Hos v Loan,0.7806818181818181,NA
Cross Hos v Unem,0.6562137049941928,NA
Cross Ins v Bail,0.7224719101123596,NA
Cross Ins v CPS,0.7795637198622273,NA
Cross Ins v Hos,0.743065693430657,NA
Cross Ins v Loan,0.7625,NA
Cross Ins v Unem,0.6353077816492451,NA
Cross Loan v Bail,0.7314606741573034,NA
Cross Loan v CPS,0.7967853042479908,NA
Cross Loan v Hos,0.7503649635036497,NA
Cross Loan v Ins,0.6548148148148148,NA
Cross Loan v Unem,0.6643437862950058,NA
Cross Unem v Bail,0.7415730337078652,NA
Cross Unem v CPS,0.7818599311136625,NA
Cross Unem v Hos,0.7255474452554744,NA
Cross Unem v Ins,0.6192592592592593,NA
Cross Unem v Loan,0.7681818181818182,NA
