Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Current Charges,Current Charges Reliability,Current Charges Accuracy,Current Charges Privacy,Current Charges Volitionality,Current Charges Causes Outcome,Current Charges Causes Cycle,Current Charges Causes Disparity,Current Charges Caused by Group,Criminal History,Criminal History Reliability,Criminal History Accuracy,Criminal History Privacy,Criminal History Volitionality,Criminal History Causes Outcome,Criminal History Causes Cycle,Criminal History Causes Disparity,Criminal History Caused by Group,Substance Abuse,Substance Abuse Reliability,Substance Abuse Accuracy,Substance Abuse Privacy,Substance Abuse Volitionality,Substance Abuse Causes Outcome,Substance Abuse Causes Cycle,Substance Abuse Causes Disparity,Substance Abuse Caused by Group,Employment and Living,Employment and Living Reliability,Employment and Living Accuracy,Employment and Living Privacy,Employment and Living Volitionality,Employment and Living Causes Outcome,Employment and Living Causes Cycle,Employment and Living Causes Disparity,Employment and Living Caused by Group,Personality,Personality Reliability,Personality Accuracy,Personality Privacy,Personality Volitionality,Personality Causes Outcome,Personality Causes Cycle,Personality Causes Disparity,Personality Caused by Group,Criminal Attitudes,Criminal Attitudes Reliability,Criminal Attitudes Accuracy,Criminal Attitudes Privacy,Criminal Attitudes Volitionality,Criminal Attitudes Causes Outcome,Criminal Attitudes Causes Cycle,Criminal Attitudes Causes Disparity,Criminal Attitudes Caused by Group,Neighbourhood,Neighbourhood Reliability,Neighbourhood Accuracy,Neighbourhood Privacy,Neighbourhood Volitionality,Neighbourhood Causes Outcome,Neighbourhood Causes Cycle,Neighbourhood Causes Disparity,Neighbourhood Caused by Group,Friends and Family,Friends and Family Reliability,Friends and Family Accuracy,Friends and Family Privacy,Friends and Family Volitionality,Friends and Family Causes Outcome,Friends and Family Causes Cycle,Friends and Family Causes Disparity,Friends and Family Caused by Group,Social Life,Social Life Reliability,Social Life Accuracy,Social Life Privacy,Social Life Volitionality,Social Life Causes Outcome,Social Life Causes Cycle,Social Life Causes Disparity,Social Life Caused by Group,Education,Education Reliability,Education Accuracy,Education Privacy,Education Volitionality,Education Causes Outcome,Education Causes Cycle,Education Causes Disparity,Education Caused by Group
1686,2649,18-29,Bachelor,Male,,25000-50000,false,true,false,false,false,,rec,properties first,Very Unfair,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Very Unfair,Somewhat Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Unfair,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Unfair,Neutral,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Neutral,Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Somewhat Disagree,Disagree,Unfair,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Unfair,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Neutral,Very Unfair,Somewhat Agree,Neutral,Strongly Disagree,Neutral,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Very Unfair,Neutral,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Agree,Neutral,Neutral,Very Unfair,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree
1689,454,18-29,Bachelor,Male,,50000-75000,false,false,true,false,false,,rec,fairness first,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Somewhat Unfair,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Fair,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Very Fair,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Fair,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Very Fair,Strongly Agree,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree
1692,1833,30-39,Bachelor,Female,,50000-75000,false,false,true,false,false,,rec,properties first,Somewhat Fair,Somewhat Agree,Agree,Somewhat Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Unfair,Neutral,Agree,Somewhat Agree,Neutral,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree,Very Fair,Somewhat Agree,Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Fair,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Fair,Somewhat Agree,Agree,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Agree,Neutral,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,,Fair,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Fair,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Somewhat Agree,Agree,Somewhat Unfair,Strongly Agree,Neutral,Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Somewhat Fair,Neutral,Strongly Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Agree
1696,624,30-39,Bachelor,Male,,<25000,false,false,true,true,false,,rec,fairness first,Fair,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Agree,Fair,Strongly Agree,Somewhat Agree,Neutral,Neutral,Disagree,Agree,Neutral,Neutral,Somewhat Unfair,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Unfair,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Agree,Strongly Agree,Somewhat Agree,Agree,Unfair,Strongly Disagree,Neutral,Somewhat Disagree,Strongly Disagree,Disagree,Somewhat Agree,Strongly Disagree,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Somewhat Agree,Agree,Neutral,Neutral,Very Unfair,,Strongly Disagree,Neutral,Strongly Disagree,Disagree,Strongly Agree,Neutral,Neutral,Very Unfair,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Unfair,,,,,,,,,Somewhat Fair,Agree,Agree,Neutral,Neutral,Disagree,Agree,Neutral,Neutral
1701,2526,30-39,Graduate,Male,,25000-50000,false,true,false,false,false,,rec,properties first,Very Unfair,Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Very Unfair,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Agree,Very Unfair,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Unfair,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Very Unfair,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Somewhat Agree,Very Unfair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Very Unfair,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Unfair,Agree,Strongly Agree,Agree,Agree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Agree
1705,1808,18-29,Bachelor,Male,,25000-50000,false,true,false,false,false,,rec,properties first,Somewhat Fair,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Unfair,Strongly Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Fair,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Very Fair,Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Fair,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Unfair,Agree,Agree,Somewhat Agree,,Agree,Strongly Agree,Strongly Agree,Agree,Very Fair,Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Unfair,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Very Fair,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Very Fair,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree
1708,3172,30-39,Bachelor,Male,,50000-75000,false,true,false,false,false,,rec,fairness first,Fair,Agree,Agree,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Very Fair,Agree,Agree,Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Very Fair,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Neutral,Disagree,Fair,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Disagree,Neutral,Disagree,Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Disagree,Somewhat Fair,Neutral,Neutral,Somewhat Disagree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Unfair,Somewhat Agree,Disagree,Somewhat Disagree,Disagree,Neutral,Agree,Agree,Disagree,Somewhat Unfair,Somewhat Agree,Disagree,Somewhat Disagree,Disagree,Disagree,Agree,Agree,Disagree,Somewhat Fair,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Agree,Disagree,Disagree,Neutral,Somewhat Agree,Somewhat Unfair,Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Disagree,Somewhat Agree,Agree,Neutral
1710,771,18-29,High School,Male,,25000-50000,false,true,false,false,false,,rec,properties first,Neutral,Agree,Neutral,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Fair,Agree,Somewhat Agree,Somewhat Disagree,Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Somewhat Disagree,Somewhat Disagree,Neutral,Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Agree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Unfair,Disagree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Unfair,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Disagree,Somewhat Disagree,Neutral,Neutral,Agree,Somewhat Agree,Unfair,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Unfair,Disagree,Somewhat Disagree,Agree,Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Unfair,Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree
1712,442,18-29,Bachelor,Male,,75000-100000,false,false,true,false,false,,rec,fairness first,Fair,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Fair,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Unfair,Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Fair,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Fair,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Agree,Very Unfair,Neutral,Somewhat Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Fair,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,Unfair,Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Fair,Somewhat Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Neutral
1713,2389,30-39,Bachelor,Male,,25000-50000,false,true,false,false,false,,rec,fairness first,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Fair,Agree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Disagree,Disagree,Somewhat Unfair,Disagree,Disagree,Strongly Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Disagree,Strongly Disagree,Very Fair,Agree,Strongly Agree,Strongly Disagree,Disagree,Somewhat Disagree,Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Agree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Neutral,Strongly Disagree,Disagree,Strongly Disagree,Fair,Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Disagree,Disagree,Unfair,Neutral,Somewhat Disagree,Strongly Disagree,Neutral,Disagree,Somewhat Agree,Disagree,Strongly Disagree,Somewhat Unfair,Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Disagree,Strongly Disagree,Unfair,Agree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Somewhat Agree,Disagree,Disagree
1714,2516,30-39,High School,Male,,50000-75000,false,false,true,false,false,,rec,properties first,Very Fair,Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Agree,Strongly Agree,Disagree,Strongly Disagree,Somewhat Agree,Agree,Strongly Disagree,Strongly Disagree,Very Fair,Neutral,Agree,Neutral,Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Somewhat Unfair,Somewhat Agree,Somewhat Agree,Agree,Disagree,Somewhat Agree,Agree,Disagree,Disagree,Fair,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Fair,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Neutral,Strongly Disagree,Strongly Disagree,Very Unfair,Somewhat Disagree,Strongly Disagree,Agree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Very Fair,Somewhat Agree,Somewhat Agree,Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Somewhat Fair,Disagree,Strongly Disagree,,Strongly Agree,Neutral,Neutral,Somewhat Agree,Agree,Very Unfair,Agree,Somewhat Disagree,Neutral,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree
1715,575,30-39,Bachelor,Male,,25000-50000,false,true,false,false,false,,rec,fairness first,Somewhat Unfair,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Fair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Fair,Agree,Agree,Somewhat Agree,,Neutral,Somewhat Agree,Somewhat Agree,Agree,Somewhat Fair,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Agree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Neutral,Neutral,Neutral,Neutral,Somewhat Agree,,Somewhat Disagree,Neutral,Somewhat Fair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Unfair,Somewhat Disagree,Disagree,Disagree,Disagree,,Somewhat Disagree,Somewhat Disagree,Disagree
1717,409,30-39,Bachelor,Male,,25000-50000,false,true,false,false,false,,rec,properties first,Very Fair,Somewhat Agree,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Somewhat Fair,Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Somewhat Fair,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Neutral,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Neutral,Agree,Somewhat Agree,Fair,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Fair,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Neutral,Agree,Neutral,Somewhat Agree,Very Fair,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Fair,Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Very Fair,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral
1718,3299,30-39,Bachelor,Male,,25000-50000,false,true,false,false,false,,rec,properties first,Somewhat Fair,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Fair,Somewhat Agree,Agree,Agree,Agree,Strongly Agree,Agree,Somewhat Agree,,Somewhat Fair,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Agree,Somewhat Fair,Somewhat Agree,Agree,Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Fair,Somewhat Agree,Agree,Agree,Strongly Agree,Agree,Agree,Somewhat Agree,,Somewhat Fair,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Agree,Fair,Somewhat Agree,Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Agree,Neutral,Somewhat Agree,Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Fair,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Somewhat Agree
1720,936,30-39,Graduate,Male,,>100000,false,false,false,false,true,,rec,properties first,Very Fair,Strongly Agree,Agree,Disagree,Strongly Disagree,,Disagree,Disagree,Disagree,Fair,Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Disagree,Agree,Somewhat Agree,Somewhat Fair,Agree,Neutral,Agree,Neutral,Agree,Agree,Somewhat Agree,Somewhat Agree,Unfair,Agree,Agree,Agree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Unfair,Somewhat Agree,Disagree,Disagree,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Unfair,Disagree,Disagree,Neutral,Disagree,Neutral,Disagree,Disagree,Somewhat Disagree,Unfair,Agree,Disagree,Disagree,Strongly Disagree,Disagree,Agree,Agree,Agree,Unfair,Agree,Somewhat Disagree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Agree,Agree,Unfair,Somewhat Disagree,Disagree,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Very Unfair,Strongly Agree,Disagree,Disagree,Somewhat Disagree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree
1725,1207,18-29,Bachelor,Male,,50000-75000,false,false,false,false,true,,rec,fairness first,Neutral,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Neutral,Agree,Somewhat Disagree,Neutral,Neutral,Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Neutral,Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Very Fair,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Neutral,Fair,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Fair,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Fair,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Fair,Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Neutral,Agree,Very Fair,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree
1726,2249,18-29,Bachelor,Male,,25000-50000,false,true,false,false,false,,rec,properties first,Somewhat Fair,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,,Strongly Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Unfair,Agree,Agree,,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Very Fair,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Unfair,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Agree,Very Fair,Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Unfair,Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Very Fair,Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Very Fair,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree
1727,1051,30-39,Bachelor,Female,,50000-75000,false,false,false,true,true,,rec,properties first,Somewhat Fair,Somewhat Agree,Neutral,Agree,Neutral,Agree,Somewhat Agree,Strongly Agree,Agree,Very Fair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,Somewhat Fair,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Agree,Neutral,Somewhat Agree,Somewhat Fair,Somewhat Agree,Neutral,Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Fair,Somewhat Agree,Neutral,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Agree,Very Fair,Neutral,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Fair,Neutral,Somewhat Agree,Agree,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Fair,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Neutral,Agree,Somewhat Agree,Somewhat Fair,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Neutral,Very Unfair,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Agree
1728,2881,18-29,Bachelor,Male,,25000-50000,false,true,false,false,false,,rec,fairness first,Very Fair,Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Fair,Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Disagree,Somewhat Fair,Agree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Somewhat Fair,Agree,Disagree,Disagree,Agree,Strongly Disagree,Disagree,Somewhat Agree,Disagree,Unfair,Disagree,Strongly Disagree,Somewhat Agree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Somewhat Agree,Somewhat Fair,Strongly Agree,Strongly Disagree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Unfair,Somewhat Agree,Disagree,Disagree,Somewhat Agree,Disagree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Unfair,Somewhat Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Very Fair,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Disagree,Unfair,Somewhat Agree,Disagree,Somewhat Agree,Agree,Strongly Disagree,Disagree,Somewhat Agree,Somewhat Agree
1730,1815,18-29,Graduate,Female,,25000-50000,false,true,false,false,false,,rec,fairness first,Fair,Somewhat Agree,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Very Unfair,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Very Unfair,Somewhat Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Fair,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Very Unfair,Agree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Neutral,Somewhat Agree,Agree,Very Unfair,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Very Unfair,Agree,Neutral,Somewhat Agree,Neutral,Agree,Agree,Neutral,Somewhat Agree,Very Fair,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Agree,Fair,Somewhat Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree
