Prediction,Accuracy,Error,Reliability,Privacy,Volitionality,Causes Outcome,Causes Cycle,Causes Disparity,Caused by Group
Within Hos,0.7199727272727273,0.001125200092784622,0.050937601831671335,-0.062041868692060256,-0.0335811389538063,0.6651832143907196,-0.3287286815350365,,-0.01731710793242622
Within Hos,0.7194909090909091,0.0010425816818552876,0.052978097665186054,-0.06419627962680526,-0.029556975965877492,0.6395818024259086,-0.22190944809282503,-0.17753461701987217,
Within Hos,0.7033272727272727,0.0009336940140027201,0.09967450489037243,,,,,,
Within Hos,0.7065545454545454,0.0009901590999139057,,-0.027293112191028136,,,,,
Within Hos,0.7073363636363635,0.0009994973463489443,,,-0.0653184785433686,,,,
Within Hos,0.7453454545454545,0.0010295904137356856,,,,0.4795320741677438,,,
Within Hos,0.7054181818181818,0.0009274149263156114,,,,,-0.07708927794612654,,
Within Hos,0.7028818181818182,0.0009511827547482403,,,,,,-0.20662622065445235,
Within Hos,0.7035636363636363,0.000986022148683397,,,,,,,-0.07030600002175653
Within Loan,0.7523900709219858,0.0009591978399099213,0.07658971394017196,-0.0667915031912152,-0.021731714845962622,0.631568900810668,-0.09196421479768703,-0.07611628531364949,-0.08862922732847886
Within Loan,0.7556950354609928,0.000926672845404191,,-0.08160627174233107,-0.015558856123875654,0.6431514520272159,-0.10137101389449574,-0.06345089988860866,-0.08404914599611482
Within Loan,0.7584113475177305,0.0009031942633655821,0.1001271481837064,,-0.03534195405178649,0.6224365368407729,-0.10339619709068272,-0.09169710237280643,-0.09507269252956667
Within Loan,0.7589219858156028,0.0008648646634663201,0.0733634909222138,-0.07121319476527915,,0.6279930650030159,-0.0940729337181352,-0.07152679722934177,-0.08973148827646474
Within Loan,0.7070780141843973,0.000860688003880803,0.2377879472562304,0.026805978900751485,0.08245404572629478,,-0.0057647674363305165,-0.2631136068250293,0.09619257594921796
Within Loan,0.7573900709219858,0.0008963907956150559,0.08839011307913966,-0.076096809606413,-0.026983345485690795,0.6230520969343221,,-0.10361065646899884,-0.10580019773015638
Within Loan,0.7544893617021275,0.00091500235639337,0.06407449792554101,-0.07645366451495114,-0.013290528872993153,0.6431029590751091,-0.11298804533706727,,-0.1295667084483054
Within Loan,0.7560992907801418,0.0009339443030670452,0.07058820356471225,-0.07218661097017817,-0.02458481862805852,0.6167721247114519,-0.10879881227198672,-0.1291935488965215,
Within Loan,0.7126808510638297,0.0008657933046134645,0.2200796196015667,,,,,,
Within Loan,0.7102836879432624,0.0008742899479967648,,-0.04794928262383934,,,,,
Within Loan,0.7082765957446809,0.0008419549301724222,,,0.10938373738114877,,,,
Within Loan,0.7847801418439716,0.0008196827231886193,,,,0.5780608005872784,,,
Within Loan,0.7096028368794327,0.0008529396451715058,,,,,-0.09607364150236286,,
Within Loan,0.7102056737588652,0.000853134276721699,,,,,,-0.16647790926222084,
Within Loan,0.7106595744680853,0.0008711251951195349,,,,,,,-0.057503311575758026
Within Ins,0.6526030534351146,0.0011223070582281887,0.07391921925002173,0.025520419399217186,-0.10339074993839747,0.47315926396645297,0.03584183299025525,-0.23725852724119323,-0.04752884301405428
Within Ins,0.6559160305343512,0.0010329822971566133,,0.01633039290969224,-0.09882410293895845,0.48466804130946967,0.03253279667647619,-0.23822265303717977,-0.04873632527360546
Within Ins,0.6594503816793892,0.0011175553979693275,0.06913576773257059,,-0.0999367218864669,0.4722623055626163,0.04746738704204624,-0.23865907319577298,-0.04657561943191571
Within Ins,0.6526870229007634,0.00104696560851865,0.06337013326377974,0.010367440592417464,,0.48725577369846457,0.013511935453754998,-0.20393770586161042,-0.056779567078114074
Within Ins,0.5876564885496183,0.0011021895917109282,0.15206979282703154,0.0268012687748199,-0.15343698229017014,,0.16214954976804788,-0.16079004249501008,-0.051985779566271775
Within Ins,0.6547099236641223,0.0011226913868902795,0.07267131655161058,0.03409107297711856,-0.09954670478739343,0.47957817068617137,,-0.22399796858067836,-0.04732217478633678
Within Ins,0.6440992366412214,0.0010963037765799543,0.07447596060624746,0.02995987420130491,-0.0707022321292491,0.44717208050141194,-0.03859286330393197,,-0.17503701093186627
Within Ins,0.6603969465648855,0.001085529413983301,0.07449723155503864,0.02426090958287718,-0.10553539636055302,0.4727391896621073,0.03562166210057951,-0.27093604397462806,
Within Ins,0.59606106870229,0.0009862890135044814,0.13651341312227772,,,,,,
Within Ins,0.5992595419847327,0.0010140219832531423,,0.00825605465710807,,,,,
Within Ins,0.5948625954198472,0.0009104119960853437,,,-0.1104560797816137,,,,
Within Ins,0.6784045801526718,0.0011810691684681703,,,,0.41807782433255103,,,
Within Ins,0.5984885496183205,0.0009553904024278369,,,,,0.039960517659469584,,
Within Ins,0.5783969465648854,0.0010872809161631093,,,,,,-0.10598797494916658,
Within Ins,0.5939541984732825,0.0009245723188142428,,,,,,,-0.1094332868477607
